Theme,Keyword,State,Value
Help,Volunteer food bank,Alabama,0.625
Help,Volunteer food bank,Alaska,0.9047619047619048
Help,Volunteer food bank,Arizona,1.4666666666666666
Help,Volunteer food bank,Arkansas,1.2258064516129032
Help,Volunteer food bank,California,1.0857142857142856
Help,Volunteer food bank,Colorado,0.9736842105263158
Help,Volunteer food bank,Connecticut,0.4411764705882353
Help,Volunteer food bank,Delaware,1.7777777777777777
Help,Volunteer food bank,District of Columbia,1.5909090909090908
Help,Volunteer food bank,Florida,0.78125
Help,Volunteer food bank,Georgia,1.0689655172413792
Help,Volunteer food bank,Hawaii,0.2112676056338028
Help,Volunteer food bank,Idaho,0.9230769230769231
Help,Volunteer food bank,Illinois,0.625
Help,Volunteer food bank,Indiana,0.4888888888888889
Help,Volunteer food bank,Iowa,0.42105263157894735
Help,Volunteer food bank,Kansas,0.5428571428571428
Help,Volunteer food bank,Kentucky,0.2978723404255319
Help,Volunteer food bank,Louisiana,1.0
Help,Volunteer food bank,Maine,0.38636363636363635
Help,Volunteer food bank,Maryland,0.8857142857142857
Help,Volunteer food bank,Massachusetts,0.6
Help,Volunteer food bank,Michigan,0.45
Help,Volunteer food bank,Minnesota,0.28205128205128205
Help,Volunteer food bank,Mississippi,0.0
Help,Volunteer food bank,Missouri,0.6052631578947368
Help,Volunteer food bank,Montana,1.1555555555555554
Help,Volunteer food bank,Nebraska,1.032258064516129
Help,Volunteer food bank,Nevada,0.6097560975609756
Help,Volunteer food bank,New Hampshire,0.95
Help,Volunteer food bank,New Jersey,0.8055555555555556
Help,Volunteer food bank,New Mexico,0.7142857142857143
Help,Volunteer food bank,New York,0.7142857142857143
Help,Volunteer food bank,North Carolina,0.8888888888888888
Help,Volunteer food bank,North Dakota,0.0
Help,Volunteer food bank,Ohio,0.9393939393939394
Help,Volunteer food bank,Oklahoma,0.9473684210526315
Help,Volunteer food bank,Oregon,0.8461538461538461
Help,Volunteer food bank,Pennsylvania,0.7297297297297297
Help,Volunteer food bank,Rhode Island,0.0
Help,Volunteer food bank,South Carolina,0.5454545454545454
Help,Volunteer food bank,South Dakota,0.0
Help,Volunteer food bank,Tennessee,0.9411764705882353
Help,Volunteer food bank,Texas,2.4782608695652173
Help,Volunteer food bank,Utah,0.9142857142857143
Help,Volunteer food bank,Vermont,2.0952380952380953
Help,Volunteer food bank,Virginia,1.125
Help,Volunteer food bank,Washington,1.2058823529411764
Help,Volunteer food bank,West Virginia,0.0
Help,Volunteer food bank,Wisconsin,0.375
Help,Volunteer food bank,Wyoming,0.0
Help,how to help homeless,Alabama,0.525
Help,how to help homeless,Alaska,0.7619047619047619
Help,how to help homeless,Arizona,0.4666666666666667
Help,how to help homeless,Arkansas,0.6451612903225806
Help,how to help homeless,California,0.42857142857142855
Help,how to help homeless,Colorado,0.3684210526315789
Help,how to help homeless,Connecticut,0.5882352941176471
Help,how to help homeless,Delaware,0.0
Help,how to help homeless,District of Columbia,0.0
Help,how to help homeless,Florida,0.8125
Help,how to help homeless,Georgia,0.7586206896551724
Help,how to help homeless,Hawaii,0.19718309859154928
Help,how to help homeless,Idaho,0.0
Help,how to help homeless,Illinois,0.5625
Help,how to help homeless,Indiana,0.4444444444444444
Help,how to help homeless,Iowa,0.4473684210526316
Help,how to help homeless,Kansas,0.6285714285714286
Help,how to help homeless,Kentucky,0.425531914893617
Help,how to help homeless,Louisiana,0.6470588235294118
Help,how to help homeless,Maine,0.4318181818181818
Help,how to help homeless,Maryland,0.42857142857142855
Help,how to help homeless,Massachusetts,0.4
Help,how to help homeless,Michigan,0.6
Help,how to help homeless,Minnesota,0.6410256410256411
Help,how to help homeless,Mississippi,0.8333333333333334
