uri,cid,text,created_at,keyword,lang,author_handle,author_did,author_display_name,author_description,author_avatar,author_followers_count,author_following_count,author_posts_count,author_verified,like_count,repost_count,reply_count,total_engagement,word_count,char_count,hashtag_count,mention_count,url_count,hashtags,mentions,has_media,is_reply
at://did:plc:d6bjdcd55hjfs3gnzf4agf3z/app.bsky.feed.post/3m2jtzpg2m22i,bafyreih5jwhhmgxxerx7vhuls2ooafzajwnw2lcnv6fq6g65hgt7cckbna,"threads is a bot farm designed to produce posts i will see the first two sentences of previewed on my IG feed reading something like ""Yes, I disowned my 8 year old for being racist. Yes, I dropped him off at a homeless shelter myself. But what that has meant for my parenthood journey...""",2025-10-06T14:45:06.665Z,homeless,en,weedhomer69.bsky.social,did:plc:d6bjdcd55hjfs3gnzf4agf3z,pretty boy swag esq.,,https://cdn.bsky.app/img/avatar/plain/did:plc:d6bjdcd55hjfs3gnzf4agf3z/bafkreib7ujp7adnknud6tsinrlpsew6bqdtgsfm3oanx7cyowab3wi4p3u@jpeg,91,106,149,False,0,0,0,0,54,288,0,0,0,,,False,True
at://did:plc:g3dx2s32aqrldxs424tjwta4/app.bsky.feed.post/3m2jtnnroys2x,bafyreiaht46wifttb7if42rna7uaobyo6erho2vafwcp6wtxdou2m5u5ua,Harrell is a failed mayor. This epitomizes the problems with his leadership - a bunch of power tripping rich kids in the mayor's office decided to stop putting homeless people in shelters BUT kept paying thousands per room just because they wanted to ice out a nonprofit leader.,2025-10-06T14:38:22.293Z,homeless,en,kasota.bsky.social,did:plc:g3dx2s32aqrldxs424tjwta4,Devin,,https://cdn.bsky.app/img/avatar/plain/did:plc:g3dx2s32aqrldxs424tjwta4/bafkreidfqwgq4zaxktrsin2l4ja3gphzwzsjd4ertcbmxze6xnfqgdaw3a@jpeg,591,970,901,False,7,3,1,11,48,278,0,0,0,,,True,False
at://did:plc:i6vusvyzi3wgoofzmfquwlbx/app.bsky.feed.post/3m2jtk5pn3s25,bafyreid26zkm7656ky2xsr4664izekepjrhqpe6mjcyrg2vhcjxht64rki,"NO FASCIST TAKEOVERS!
No Military Occupation of Our Cities!
Hands Off Our Youth!
No Nazi Cleansing of “The Homeless!”
The trump maga Project2025 fascist regime Must Go Now!

#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB

@refusefascism.bsky.social

refusefascism.org/featured-new...",2025-10-06T14:36:17.833Z,homeless,en,fritzjamoke.bsky.social,did:plc:i6vusvyzi3wgoofzmfquwlbx,fritz jamoke,,https://cdn.bsky.app/img/avatar/plain/did:plc:i6vusvyzi3wgoofzmfquwlbx/bafkreigsvqhayq27t4hcka2fdzihco6vyw7tbrn2ttohuh65fsrjjtm2hy@jpeg,9809,11442,5625,False,0,0,1,1,31,300,1,1,0,#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB,@refusefascism.bsky.social,True,True
at://did:plc:qnyq7wies2uc56bzqmfz4q25/app.bsky.feed.post/3m2jtgbwdes2q,bafyreiadsxxfkwo456isug7imdfki3rwtljwzmihfq42zqwzblatp4plyi,Journalists really need to read the actual text of Trump's homelessness EO. It's not about forcing people into treatment; Trump has proactively cut resources for treatment. It's about giving homeless people the Alligator Auschwitz treatment. www.npr.org/2025/10/05/n...,2025-10-06T14:34:14.984Z,homeless,en,resnikoff.bsky.social,did:plc:qnyq7wies2uc56bzqmfz4q25,Ned Resnikoff,,https://cdn.bsky.app/img/avatar/plain/did:plc:qnyq7wies2uc56bzqmfz4q25/bafkreibu4nf2luaqbmqoy6qwrluhr5xwz2yrv56jbxhbykcnmafgzxkj64@jpeg,38589,1269,7296,False,47,22,3,72,36,269,0,0,0,,,True,False
at://did:plc:3ughq4bb3vvuxgnxmyn6ytan/app.bsky.feed.post/3m2jte66p4k2k,bafyreihrwk772vr7z2yr43jbe7pdfhgyqpq3dvxkbslty5gyzlvy4cc2ve,"⚠️ WARNING: Sensitive image ahead.

As we enter spooky season, here’s a scare we never want to see again — this gnarly injury came from a dog attack linked to the old homeless encampment. 😱

No tricks here — the only things that should haunt...

Read more 👉🏽 www.instagram.com/p/DPeJx-rkdt...",2025-10-06T14:33:03.866Z,homeless,en,melrose27xnc.bsky.social,did:plc:3ughq4bb3vvuxgnxmyn6ytan,Melrose 27X Neighborhood Council ,,https://cdn.bsky.app/img/avatar/plain/did:plc:3ughq4bb3vvuxgnxmyn6ytan/bafkreieqefdyjdmnnwcj6grhk5yhpilnqtox67fvmbaki6333ihluzgjue@jpeg,34,47,1113,False,0,0,0,0,49,292,0,0,0,,,True,False
at://did:plc:i6vusvyzi3wgoofzmfquwlbx/app.bsky.feed.post/3m2jt74nwq225,bafyreieo6ijt35x7cmroghbvhnebccnwqa6z7hylx3dymd6egq4woccdz4,"NO FASCIST TAKEOVERS!
No Military Occupation of Our Cities!
Hands Off Our Youth!
No Nazi Cleansing of “The Homeless!”
The trump maga Project2025 fascist regime Must Go Now!

#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB

@refusefascism.bsky.social

refusefascism.org/featured-new...",2025-10-06T14:30:09.509Z,homeless,en,fritzjamoke.bsky.social,did:plc:i6vusvyzi3wgoofzmfquwlbx,fritz jamoke,,https://cdn.bsky.app/img/avatar/plain/did:plc:i6vusvyzi3wgoofzmfquwlbx/bafkreigsvqhayq27t4hcka2fdzihco6vyw7tbrn2ttohuh65fsrjjtm2hy@jpeg,9809,11442,5625,False,0,0,1,1,31,300,1,1,0,#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB,@refusefascism.bsky.social,True,True
at://did:plc:i6vusvyzi3wgoofzmfquwlbx/app.bsky.feed.post/3m2jt236idc25,bafyreiaalbttdmnhrivvtzig54466syjvnkixytxcsa2afskuj253oddtq,"NO FASCIST TAKEOVERS!
No Military Occupation of Our Cities!
Hands Off Our Youth!
No Nazi Cleansing of “The Homeless!”
The trump maga Project2025 fascist regime Must Go Now!

#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB

@refusefascism.bsky.social

refusefascism.org/featured-new...",2025-10-06T14:27:18.910Z,homeless,en,fritzjamoke.bsky.social,did:plc:i6vusvyzi3wgoofzmfquwlbx,fritz jamoke,,https://cdn.bsky.app/img/avatar/plain/did:plc:i6vusvyzi3wgoofzmfquwlbx/bafkreigsvqhayq27t4hcka2fdzihco6vyw7tbrn2ttohuh65fsrjjtm2hy@jpeg,9809,11442,5625,False,0,0,0,0,31,300,1,1,0,#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB,@refusefascism.bsky.social,True,True
at://did:plc:utvs6qq7jm5626p3snbxiubh/app.bsky.feed.post/3m2jszownbc2c,bafyreib45zwfgbv6dhcqviyk6fkzmnisrojcxvvmb5zm7esd2n2sfwfeju,"This 'village' aims to help the chronically homeless 

www.npr.org/2025/10/06/n...

Every city should have this program for homeless and working people. And save young kids kicked out of home or abused. Don’t let them integrate with long term homeless. More homes for everyone working & homeless!",2025-10-06T14:27:12.417Z,homeless,en,marymarta.bsky.social,did:plc:utvs6qq7jm5626p3snbxiubh,Peace,,https://cdn.bsky.app/img/avatar/plain/did:plc:utvs6qq7jm5626p3snbxiubh/bafkreidzjflxpknhjd3ww7b5vijj5zkf456w54m56qfiyqfe3kzvgrl32y@jpeg,362,91,3180,False,0,0,0,0,45,296,0,0,0,,,True,False
at://did:plc:h4d4l475jzk5sghyanqyvhh4/app.bsky.feed.post/3m2jsw4kl722t,bafyreifyrmrwkvqupmu27avahujpwojcstd34nhavvv2w25lal7lk6s2be,Too bad all we heard through the ‘80s and ‘90s is that the homeless situation was all caused by Regan making cuts to institutions so now the narrative has changed?,2025-10-06T14:25:12.485Z,homeless,en,distantsmoke69.bsky.social,did:plc:h4d4l475jzk5sghyanqyvhh4,,,https://cdn.bsky.app/img/avatar/plain/did:plc:h4d4l475jzk5sghyanqyvhh4/bafkreifbuv7kvqnh3hwmau67vmdj5vbxeonrgat7nryxiywvy3gygxaj4a@jpeg,2,4,49,False,0,0,0,0,30,163,0,0,0,,,False,True
at://did:plc:i6vusvyzi3wgoofzmfquwlbx/app.bsky.feed.post/3m2jsvmnpyk25,bafyreihduoiqfymwpeswaiuagr4z7ts2pheps6eotz5qidliehlazinnh4,"NO FASCIST TAKEOVERS!
No Military Occupation of Our Cities!
Hands Off Our Youth!
No Nazi Cleansing of “The Homeless!”
The trump maga Project2025 fascist regime Must Go Now!

#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB

@refusefascism.bsky.social

refusefascism.org/featured-new...",2025-10-06T14:24:49.174Z,homeless,en,fritzjamoke.bsky.social,did:plc:i6vusvyzi3wgoofzmfquwlbx,fritz jamoke,,https://cdn.bsky.app/img/avatar/plain/did:plc:i6vusvyzi3wgoofzmfquwlbx/bafkreigsvqhayq27t4hcka2fdzihco6vyw7tbrn2ttohuh65fsrjjtm2hy@jpeg,9809,11442,5625,False,0,0,0,0,31,300,1,1,0,#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB,@refusefascism.bsky.social,True,True
at://did:plc:ekk4yrpy4cluz4lus42m5tvc/app.bsky.feed.post/3m2jstsn2vs2i,bafyreibs7attezhqpuc4dq6vwd353ejz6gtihn6sd3sg7lwgizyta5negu,Maxwell has it better than a homeless person. She gets  to stay in a country club prison at the taxpayers expense.,2025-10-06T14:23:54.971Z,homeless,en,litahart72.bsky.social,did:plc:ekk4yrpy4cluz4lus42m5tvc,litahart72🌎🏳️‍🌈,,https://cdn.bsky.app/img/avatar/plain/did:plc:ekk4yrpy4cluz4lus42m5tvc/bafkreibmyxq3e6txdasvqosfqjkr44teqmg65upqct2kid4yuts3firph4@jpeg,21002,26011,12653,False,13,3,1,17,21,114,0,0,0,,,False,False
at://did:plc:y7bjptnal57vuq3sa2ybwx63/app.bsky.feed.post/3m2jst73ycv22,bafyreifpombnsx2p7cphqngc5ngn7nwq65pk24tk3n4pioqhzaf4geoid4,We're watching #loveland #citycouncil #homeless #homelessness #unhoused #poverty #workingpoor #family #community #friends #america #americans,2025-10-06T14:23:33Z,homeless,en,protyusagendher.bsky.social,did:plc:y7bjptnal57vuq3sa2ybwx63,Protyus A. Gendher,,https://cdn.bsky.app/img/avatar/plain/did:plc:y7bjptnal57vuq3sa2ybwx63/bafkreibkfxinsf23kxbttxjscuwffm2hrfoccqgzlpqdpwaoh47kzoxeui@jpeg,76,89,809,False,0,0,0,0,14,141,12,0,0,"#loveland,#citycouncil,#homeless,#homelessness,#unhoused,#poverty,#workingpoor,#family,#community,#friends,#america,#americans",,True,False
at://did:plc:3ywqojyyvdytl3zyuctje4hn/app.bsky.feed.post/3m2jssdrvbk2r,bafyreidgrmnr2umgoumn53bc6shdxsolzek4w6btnsmblvvkqije7zpeb4,"I kinda fell thru the cracks and have no insurance, but I own too many assets to get any help. I would rather own property and die on it than live where some landlord can milk me dry and then make me homeless. Herbs and acupuncture for me. Acupuncture solves probs that Docs told me were hopeless.",2025-10-06T14:23:05.847Z,homeless,en,rockmondo.bsky.social,did:plc:3ywqojyyvdytl3zyuctje4hn,Rock Mondo,,https://cdn.bsky.app/img/avatar/plain/did:plc:3ywqojyyvdytl3zyuctje4hn/bafkreiehs4ad5mdmpljhtzqivlk7erad7zc3kq3qvjws7ksjhoe47y6vje@jpeg,619,506,12222,False,0,0,0,0,57,297,0,0,0,,,False,True
at://did:plc:fgeyl5r6oc4dp35d4lwj62yy/app.bsky.feed.post/3m2jss4rxb22w,bafyreiccalsai2i6dkqgt3uawsbayi6luyhgu5xcxxepxheqtrmsac37iq,I will enjoy telling management that CEO isn't in our chain of command so everything that dude says is as valid as the things the homeless schizophrenic dude who lives in my town yells.,2025-10-06T14:22:58.509Z,homeless,en,donotgoquietly2025.bsky.social,did:plc:fgeyl5r6oc4dp35d4lwj62yy,HBIC of Nonsense,,https://cdn.bsky.app/img/avatar/plain/did:plc:fgeyl5r6oc4dp35d4lwj62yy/bafkreicv2r4feow4qrchxptac6v2p3e7vtaobhwxq6xcqxztcgso5m7uqq@jpeg,259,102,2770,False,1,0,0,1,34,185,0,0,0,,,False,True
at://did:plc:wqm6ctm3efick4vlalx5jnqm/app.bsky.feed.post/3m2jsob6c7c2w,bafyreidddfhrramzfuo5yy7u3oizrwiubdwhwiktjeppnusjwl7mmopxue,"Pictures of me at The Chameleons Uk show last Thursday night. *Note: We bought these tickets months earlier before we became homeless. After losing money on Wardruna tickets, we didn’t want to lose these and after three months of no clubbing or concerts it was nice to feel normal for one night.",2025-10-06T14:20:48.866Z,homeless,en,evadeathdollie.bsky.social,did:plc:wqm6ctm3efick4vlalx5jnqm,Eva☠️Deathdollie🏳️‍⚧️,,https://cdn.bsky.app/img/avatar/plain/did:plc:wqm6ctm3efick4vlalx5jnqm/bafkreidzg5ecnsivm2bmtr76vqqlfejzqyy4w75tutjanrxxrov6c2nnc4@jpeg,2402,799,12962,False,3,0,0,3,52,295,0,0,0,,,True,False
at://did:plc:bnncabvfgmmwx2gumv4rpmb4/app.bsky.feed.post/3m2jsi2lgqc2f,bafyreicusm22lz3qtei7tyhlr7kgj6rvbxlt7g5ogasbo4ku3jt4fwpcim,"Today's briefing: 
👀 Homeless Project Scotland v the council
🍉 The Sumud flotilla Glaswegians
🌳 Will you invest in Glasgow Council's solar panels?

Plus MUCH more.

www.glasgowbell.co.uk/homeless-pro...",2025-10-06T14:17:20.651Z,homeless,en,glasgowbell.bsky.social,did:plc:bnncabvfgmmwx2gumv4rpmb4,The Glasgow Bell,,https://cdn.bsky.app/img/avatar/plain/did:plc:bnncabvfgmmwx2gumv4rpmb4/bafkreiafhg3likit3oqafzdu6nfulbiquepv4rqddlicueuxxxyw2kakce@jpeg,1546,0,406,False,0,0,0,0,27,202,0,0,0,,,True,False
at://did:plc:l7xgfq7efmmm5gwxlxmgnpjc/app.bsky.feed.post/3m2jsfdabgc2w,bafyreie277m2fmyljrt75cdwzbkroefj3fqhtd2rzurq62qpbgefo3m2xi,i thought you were gonna be homeless 💀💀,2025-10-06T14:15:49.062Z,homeless,en,wrwlfwrnglr.bsky.social,did:plc:l7xgfq7efmmm5gwxlxmgnpjc,werewolfwrangler,,https://cdn.bsky.app/img/avatar/plain/did:plc:l7xgfq7efmmm5gwxlxmgnpjc/bafkreicu5j7mxe54m3zqprcdfubvmwsnlx5kvz6pb2n5gouq2emzvjysim@jpeg,1016,654,4248,False,1,0,0,1,8,39,0,0,0,,,False,True
at://did:plc:waawrjdytx5kxqwqszkneu6q/app.bsky.feed.post/3m2jscxu4x224,bafyreifwkjbozgmpo7vky76ti5yhekxivzmbbxbvvtiwkw4wfhbzxn52zi,"Because she, like the others in MAGA land, will take the money.  I have more respect for homeless meth addicts, than anyone working in propaganda media, formerly, MSM.",2025-10-06T14:14:30.020Z,homeless,en,ziggypopdlh.bsky.social,did:plc:waawrjdytx5kxqwqszkneu6q,Ziggypopdlh 💙🐴🦋🫎🏇🇺🇦🇨🇦🐺,,https://cdn.bsky.app/img/avatar/plain/did:plc:waawrjdytx5kxqwqszkneu6q/bafkreiebyipdjqkby4s7n7hntn3lukcajq6nk5crbtfk7h6a4nw4axwgka@jpeg,943,1463,2636,False,1,0,0,1,28,167,0,0,0,,,False,True
at://did:plc:duuij6rwkqt26vfohmgfjcrc/app.bsky.feed.post/3m2js7yndus2q,bafyreicxbsjvqufauyp4ficd5hhsdpyem4xywlc5zt3vxbgps6uhkjiroe,"idk Ruby, the post you made sounds a lot like what the 'criminalize homeless people' crowd would like to hear.",2025-10-06T14:12:50.183Z,homeless,en,tmunreal.bsky.social,did:plc:duuij6rwkqt26vfohmgfjcrc,Travissimo,,https://cdn.bsky.app/img/avatar/plain/did:plc:duuij6rwkqt26vfohmgfjcrc/bafkreifiyx5xbd2555nykeoaqpa3jcrdggueusued2mpfrcue7447jnfzy@jpeg,161,236,1426,False,0,0,0,0,20,110,0,0,0,,,False,True
at://did:plc:cntdjvjh4f7kmcb737w6mzna/app.bsky.feed.post/3m2js5mtto22z,bafyreiapm4obs7yrlrvdvotkvmuo5nok6mcl2bsjapsemxa5wkvngteeye,"No issues in Portland.
Friend had a nice lunch
downtown yesterday.
Normal Portland street
musicians, a few homeless,
a few harmless protesters
and some food trucks.
NO BIG DEAL.Stephen
Miller needs to get out more. People gather together and enjoy the 
culture. Leave us alone
CREEPS.",2025-10-06T14:11:30.701Z,homeless,en,timbo6.bsky.social,did:plc:cntdjvjh4f7kmcb737w6mzna,,,https://cdn.bsky.app/img/avatar/plain/did:plc:cntdjvjh4f7kmcb737w6mzna/bafkreiak7eaknki3ulkp4zqudfq2zymfnklchqam3leapdv4zxbrbavz7u@jpeg,745,1508,1657,False,0,0,0,0,46,284,0,0,0,,,False,True
at://did:plc:x2i4yljrgwwuq6q4ezba7k5s/app.bsky.feed.post/3m2js3xpkic2b,bafyreicoub7t735rjryctq4ox2zwhngue6dgz3l5cisovosk372xazjf54,They should be playing a part of the Star Wars Stormtrooper march music during every ICE Raid and police raids on Homeless encampments.,2025-10-06T14:10:34.990Z,homeless,en,canucksocialist.bsky.social,did:plc:x2i4yljrgwwuq6q4ezba7k5s,Derrick Tully,,https://cdn.bsky.app/img/avatar/plain/did:plc:x2i4yljrgwwuq6q4ezba7k5s/bafkreidoywcqzexgpnpzjufnooynueufrqnacp2vi2qtrh5jvpi2ubmvsy@jpeg,440,77,915,False,0,0,0,0,23,135,0,0,0,,,False,True
at://did:plc:xwzx47ayn5g2usjn5muyo2be/app.bsky.feed.post/3m2js2tmcpk2t,bafyreih3v6k4dhmq4zss7ccwz6vkdyh477vg2j74utsddam2k32kv4e44i,"For those of you just tuning in, I made a short list of ways to tell if someone is operating out of hierarchal thinking, (which is shifting and untrustworthy), or solid principles. 

I said pay attention to how people interact and talk about Black women, children, and the homeless population.",2025-10-06T14:09:57.134Z,homeless,en,miriamforster.bsky.social,did:plc:xwzx47ayn5g2usjn5muyo2be,Miriam Forster,,https://cdn.bsky.app/img/avatar/plain/did:plc:xwzx47ayn5g2usjn5muyo2be/bafkreih7d2ygwxtsxzxyp34youb6gsg6pfx5b5fvqevyfdjvikaud3fs4q@jpeg,2209,1229,6094,False,5,0,1,6,50,293,0,0,0,,,False,True
at://did:plc:ohzrxr6bqzrfkdwxtosdflxv/app.bsky.feed.post/3m2jt6657ts2h,bafyreidrrcdqismqaildyw3sg2l33menw6tr4etonui3bzqteu4bn5bmzm,"If you're a billionaire nepobaby reading this, please find something better to do with your life than David Ellison. There are homeless shelters, cancers galore, land you can build stuff on, artists you can support, desperate beautiful people to populate your yacht, drugs drugs and more drugs.",2025-10-06T14:29:42.562Z,homeless,en,jdetc.bsky.social,did:plc:ohzrxr6bqzrfkdwxtosdflxv,J. D.,,https://cdn.bsky.app/img/avatar/plain/did:plc:ohzrxr6bqzrfkdwxtosdflxv/bafkreigxzndkkerznysxlstpmt57mumvngu6edwj74kotdds5pagnv7aii@jpeg,1904,908,7275,False,5,0,0,5,47,294,0,0,0,,,False,True
at://did:plc:pdzvwxv322y2ddf6hdijmctm/app.bsky.feed.post/3m2jrvo3nkc2e,bafyreihrrmhcmsxluupvshumw623qxcd4vkrzcyvbfk2xkeywz4773r4ei,"What an amazing @greenparty.org.uk Conference
The atmosphere was electric, feeling energised and hopeful!

For those feeling politically homeless, the alternative to the main parties is here, ready to fight for the rights of ordinary people

It's time you joined our movement
join.greenparty.org.uk",2025-10-06T14:07:03.550Z,homeless,en,mothinali.bsky.social,did:plc:pdzvwxv322y2ddf6hdijmctm,Mothin Ali,,https://cdn.bsky.app/img/avatar/plain/did:plc:pdzvwxv322y2ddf6hdijmctm/bafkreic6e7piwqd6mq2wn7c4xp6p2injclpjyij25yio6v776wugcgq7om@jpeg,2026,19,326,False,39,6,0,45,42,298,0,1,0,,@greenparty.org.uk,True,False
at://did:plc:m73ktrxijjhlbmhzmohh7jqt/app.bsky.feed.post/3m2jrulhuwt2x,bafyreifcap4viwpqdxo5b7ztkj2ol4pj5ber6ooqgdtxdx6k5meux73bo4,"In Episode 6 of The Unwrapped Podcast, Christina, Kallie, and Hawkeye discuss how UCLA’s Homeless Healthcare Initiative kept in touch with patients experiencing homelessness. Watch more on 👉 https://tinyurl.com/33xthcxw",2025-10-06T14:06:26.739293Z,homeless,en,wcadvantage.bsky.social,did:plc:m73ktrxijjhlbmhzmohh7jqt,Wound Care Advantage,,https://cdn.bsky.app/img/avatar/plain/did:plc:m73ktrxijjhlbmhzmohh7jqt/bafkreiafoc33dsxrjo24cxz27nh63us2a5kphozl5hgze6smiwmgo76jum@jpeg,3,1,184,False,0,0,0,0,29,219,0,0,1,,,True,False
at://did:plc:emzkzfyxlg7y3xkzbnoejm63/app.bsky.feed.post/3m2jrsuaybg2y,bafyreiec5ur3ovtvxbohsbf36bb3c62nn25nqyoqva2fedxz2gsuts3fyu,Loveland City Council Ward 1: Craig Martinbeault sees affordable housing as key to homeless response trib.al/pWpRYQg,2025-10-06T14:05:29.327884Z,homeless,en,reporterherald.com,did:plc:emzkzfyxlg7y3xkzbnoejm63,Loveland Reporter-Herald,,https://cdn.bsky.app/img/avatar/plain/did:plc:emzkzfyxlg7y3xkzbnoejm63/bafkreifkwe7gnwihhdmtxv3hnuvelhs4ussqky7zrsditzondjsb3t3ad4@jpeg,11,5,310,False,0,0,0,0,16,116,0,0,0,,,True,False
at://did:plc:4nzy5p5b6jnk47vezati323o/app.bsky.feed.post/3m2jrm7r3wb23,bafyreieej3e5ybf6gj24zlftzv45zjnkmjarsddiwsrqfxbsryj4xxolzu,"Thanks to our partnership with Boston Health Care for the Homeless Program, EMPath is able to provide on-site health care to the families of Hastings House. This #NationalChildHealthDay, we want to thank BHCHP for their work promoting the health, safety, and well-being of the kids in our program. ❤️🩹",2025-10-06T14:01:46.364Z,homeless,en,empathways.org,did:plc:4nzy5p5b6jnk47vezati323o,Economic Mobility Pathways (EMPath),,https://cdn.bsky.app/img/avatar/plain/did:plc:4nzy5p5b6jnk47vezati323o/bafkreihxlenq3gz7h6au6ostqpvcpuneq5kyeg424yhxnxnoj74vcteakm@jpeg,12,34,95,False,0,0,0,0,49,301,1,0,0,"#NationalChildHealthDay,",,True,False
at://did:plc:cvarptwlu2huowytoy24rx54/app.bsky.feed.post/3m2jrllu2ts2j,bafyreicu2hnuwz6llnykq6otnnjcksmqfeiacvk5nns5uy65fl6e5fnata,"☕ Web Chick Update
🔷 Sending Hope Ohio — October projects focus on food insecurity and support for the homeless. As cold weather approaches, many neighbors face tough choices and need our help.
#SendingHopeOhio #CommunitySupport #FoodInsecurity #Homelessness #GiveBack",2025-10-06T14:01:25.684Z,homeless,en,webchick.com,did:plc:cvarptwlu2huowytoy24rx54,Web Chick,,https://cdn.bsky.app/img/avatar/plain/did:plc:cvarptwlu2huowytoy24rx54/bafkreibxchfpnnlzobhrztblsbsmqwazmazk4633m5qamxwkpokp2bkjv4@jpeg,35,42,2780,False,0,0,0,0,38,268,5,0,0,"#SendingHopeOhio,#CommunitySupport,#FoodInsecurity,#Homelessness,#GiveBack",,True,False
at://did:plc:m6hiyqsob2ktafwtbf2vwxun/app.bsky.feed.post/3m2jrh7e2rk2r,bafyreidmxf2ccwarzh7vagr4fmlu4nop5wnddcybjes2xecb3drralnk2e,It was. I don't take much credit for that brief period working with homeless people. It was too much for me -- coping with the needs of the homeles people I worked with *and* the chronic shortage of resources. It takes robust people skills to do that work and not burn out.,2025-10-06T13:58:58.358Z,homeless,en,ergoone.bsky.social,did:plc:m6hiyqsob2ktafwtbf2vwxun,Catherine Jefferson,,https://cdn.bsky.app/img/avatar/plain/did:plc:m6hiyqsob2ktafwtbf2vwxun/bafkreicvwj6wdd3ubjimwougtpkzjwsjv3vbqmkeefqtnjnk3lh2avxfsa@jpeg,1908,1149,5589,False,0,0,0,0,52,273,0,0,0,,,False,True
at://did:plc:b6mwp7rtf74it6oxk7dkvpqs/app.bsky.feed.post/3m2jrgljyqc2o,bafyreierzgqdtkegdruhmnxnmjmlcjqo7skaovcv2y7szjpxuyz2eg23yi,"#homelssness #help

I agree with this, but, as I understand things, there are so many nigh-impossible requirements to get help with homelessness that more than a few homeless folks just grit their teeth & stay homeless.  Help is out there now, but it has to be unconditional to truly be effective.",2025-10-06T13:58:37.582Z,homeless,en,areamanx.bsky.social,did:plc:b6mwp7rtf74it6oxk7dkvpqs,Mr. Dante,,https://cdn.bsky.app/img/avatar/plain/did:plc:b6mwp7rtf74it6oxk7dkvpqs/bafkreif576mgc4ggbu2pqcw3yoz227nvnx5p5mikbqbqo5snkdx72j2v74@jpeg,135,46,509,False,0,0,0,0,51,297,2,0,0,"#homelssness,#help",,True,False
at://did:plc:kxjhecm47cbabwkgfdvl3omg/app.bsky.feed.post/3m2jrgbngu22k,bafyreif7qdiafx3vlcy2u3qpsrw7ct7wvw4yr6oegxwxnsjpma24srimf4,In the same boat but my deadline is in February I was on the verge to be homeless. Thankgod my aunt and uncle took me in.,2025-10-06T13:58:27.208Z,homeless,en,raisinqchaos.bsky.social,did:plc:kxjhecm47cbabwkgfdvl3omg,𝐌𝐢𝐜𝐚𝐡 🖤🤍🪽𝐭𝐡𝐞𝐲/𝐭𝐡𝐞𝐦,,https://cdn.bsky.app/img/avatar/plain/did:plc:kxjhecm47cbabwkgfdvl3omg/bafkreidc4o4xfvg7dhjuzk47tih54hmvtu4h5kosarqufjlers3k6rerda@jpeg,88,86,427,False,0,0,0,0,26,121,0,0,0,,,False,True
at://did:plc:p3r2u5h3yh726u4g6vfojzq7/app.bsky.feed.post/3m2jqyxmc4c2a,bafyreihxzgmgplum6h66ld6zst7g3au5wiskhnddtwjjdcsqft5m4vlz2i,"Every few years this nonsense is dragged out.  The US had drafted 840,000 men by then. 20,000 soldiers had died.  During Tet 14000 civilians died and 600,000 made homeless in SVN. It was clear that the war could not be won.  It was ""A Bright Shining Lie.""- Neal Sheehan",2025-10-06T13:51:00.478Z,homeless,en,urgent-penguin.bsky.social,did:plc:p3r2u5h3yh726u4g6vfojzq7,Urgent Penguin,,https://cdn.bsky.app/img/avatar/plain/did:plc:p3r2u5h3yh726u4g6vfojzq7/bafkreicp6sq5mw4onbfi6l7esedcodmdmfgxcok4deywqsc4oicmhvuphm@jpeg,272,866,701,False,2,0,0,2,49,269,0,0,0,,,False,True
at://did:plc:2r6w463iqs6i5redmr3xo2pc/app.bsky.feed.post/3m2jqryyozs2j,bafyreig6icv2yn6qzc2eoqwgn6flzlskazjmvtcovtxvoxw4s3tab4wnli,"Today's the day I get worried. After today, assuming no resolution to the shutdown, my paycheck will be late. We do not have savings, for a variety of reasons but recently being homeless tops the list. We are, as the kids say, fucked.

But,you might say - what about unemployment?",2025-10-06T13:47:07.051Z,homeless,en,villainenterprises.bsky.social,did:plc:2r6w463iqs6i5redmr3xo2pc,Villian Enterprises LLC,,https://cdn.bsky.app/img/avatar/plain/did:plc:2r6w463iqs6i5redmr3xo2pc/bafkreiacqyplolpga3p3ltll67mw2frbfeahyvtoqhxafxiyt33opvq4te@jpeg,68,84,206,False,1,0,1,2,50,280,0,0,0,,,False,False
