uri,cid,text,created_at,author_handle,author_did,keyword,search_query,collection_method,session_name,collected_at,lang,author_display_name,author_description,author_followers_count,author_following_count,author_posts_count,author_verified,author_created_at,author_avatar,author_banner,author_profile_fetched_at,author_account_age_days,author_posts_per_day,author_follower_following_ratio,author_influence_score,word_count,char_count,hashtag_count,mention_count,url_count,hashtags,mentions,urls,has_images,has_external_link,has_media,emotion_score,is_reply,content_analyzed_at,indexed_at,reply_count,repost_count,like_count,detected_location,location_indicators,location_confidence,keyword_matches,keyword_categories,collection_timestamp,text_length,has_location_data,has_keyword_matches,is_recent
at://did:plc:kzfpzqzh4qm62ovvps76gqlo/app.bsky.feed.post/3m2kswgkutk2d,bafyreibayo6fvhilwu4bi4pgub3wh7gwjlivzyye4wtxposmcefgjj2cvy,"Trump taxes lumber, just making the housing issue worse.  The 
GOP motto must be keep those prices jacked up,  more profits for the few, more homeless, more kids living with their parents forever.   This administration sucks.",2025-10-06T23:58:02.718Z,bigoneeagle.bsky.social,did:plc:kzfpzqzh4qm62ovvps76gqlo,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:57.189151+00:00,en,1,"Never forget the great obstruction of 2016 conducted by Mitch McConnell. Result is illegitimate SCOTUS, kleptocracy, loss of rights. Trump drew first blood 1/6/2021. Screw the radical anti-democratic right wing. ",2522,3470,742,False,2024-11-14T03:21:21.375Z,https://cdn.bsky.app/img/avatar/plain/did:plc:kzfpzqzh4qm62ovvps76gqlo/bafkreiguaumnwsza4azhyhkyxxugko3yisisurdoomiehmwafeazjk75my@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:kzfpzqzh4qm62ovvps76gqlo/bafkreifg2zptefvmumswhitbddxd2uadxay5qardbn5pp74nm26qhvfnhe@jpeg,2025-10-07T14:48:57.188599+00:00,327,2.2691131498470947,0.7268011527377521,51.01,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:57.189131+00:00,2025-10-06T23:58:03.459Z,0,0,0,ca,['profile:ca'],0.5,['homeless'],['core_terms'],2025-10-07T14:49:05.140659+00:00,225,True,True,True
at://did:plc:kyh7aam2xbolypwlqwb6af6h/app.bsky.feed.post/3m2ksuuovkc2e,bafyreiejqilfqat3uk6p7ddyiaftyh5mqv2cybpz5oklwyvrngvyxkuhxe,"To set the stage, last week federal agents raided a South Shore apartment complex in the middle of the night, indiscriminately detaining residents (some of whom were US citizens). 

They also raided a homeless shelter in Bronzeville.",2025-10-06T23:57:10.418Z,dawnxianamoon.bsky.social,did:plc:kyh7aam2xbolypwlqwb6af6h,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:57.337428+00:00,en,Dawn Xiana Moon,"Civic tech & UX by day, art by night.

Founder/director of @RaksGeek.bsky.social. Dancer + singer-songwriter. SF/F essays. Food. Spins fire. Britain's Got Talent.

Building shared versions of reality + hope.

RaksGeek.com
RaksInferno.com
DawnXianaMoon.com",3805,880,7934,False,2023-05-18T23:13:12.719Z,https://cdn.bsky.app/img/avatar/plain/did:plc:kyh7aam2xbolypwlqwb6af6h/bafkreie5opitp6h4lwqb3wz3vzgaahahmptrii55s5n54cuknfdvpeqakq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:kyh7aam2xbolypwlqwb6af6h/bafkreiewyvcrp4h7flz6snfds7wzzxkaoriwikz7aj57aocqxx2gnz3wb4@jpeg,2025-10-07T14:48:57.337227+00:00,872,9.09862385321101,4.323863636363637,38.2,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:57.337410+00:00,2025-10-06T23:57:11.675Z,1,1,18,sf,"['la', 'profile:sf']",0.8,"['homeless', 'homeless shelter', 'homeless shelter', 'la']","['housing_types', 'core_terms', 'profile_locations', 'locations']",2025-10-07T14:49:05.140897+00:00,233,True,True,True
at://did:plc:qvtjaydws6pk3zb66jmz5ddj/app.bsky.feed.post/3m2ksqtm4y22k,bafyreigobzqtj5iblegvbaxr2h6evquatxifigb7xwxnjg7vxnvnmld64a,Help the Homeless RI serving in Pawtucket. We have been serving on Sundays since 2016.,2025-10-06T23:54:55.053Z,andreasmith99.bsky.social,did:plc:qvtjaydws6pk3zb66jmz5ddj,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:57.490008+00:00,en,,"Thanks to my awesome parents, I have 5 siblings, 12 nieces and nephews, and 14 grand nieces and nephews. I am mom to one and grandma to one. I love my family!

RI State Employee since 1990. 

Founder and Executive Director of Help the Homeless RI.",7,13,16,False,2025-03-04T20:43:59.645Z,https://cdn.bsky.app/img/avatar/plain/did:plc:qvtjaydws6pk3zb66jmz5ddj/bafkreibbimvsto32p6olsz2o7rz6ode3leau5s52pmlguf5f2qeziysc5m@jpeg,,2025-10-07T14:48:57.489807+00:00,216,0.07407407407407407,0.5384615384615384,11.22,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:57.489989+00:00,2025-10-06T23:55:01.263Z,0,0,0,,[],0.0,['homeless'],['core_terms'],2025-10-07T14:49:05.141059+00:00,86,False,True,True
at://did:plc:27tvilznlrwy5t65ipjtauqi/app.bsky.feed.post/3m2ksp4pd7c2m,bafyreifnl2klzxs5iizzi2wwzufu3btkpb3wis4bvcekxz3hgafxu4cwna,"#homeless #goodnews

Manolo Betancur, owner of Manolo’s Bakery in Charlotte, North Carolina, has been giving out cakes to his homeless neighbors for more than 12 years.  Some people have good hearts.",2025-10-06T23:53:57.497Z,rafe1.bsky.social,did:plc:27tvilznlrwy5t65ipjtauqi,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:57.640575+00:00,en,,,243,41,723,False,2024-11-22T19:04:12.653Z,https://cdn.bsky.app/img/avatar/plain/did:plc:27tvilznlrwy5t65ipjtauqi/bafkreiblgdlvaqpj2gicbbd27h6o7isauzpkuqn24e66kekrfdtgrdn6di@jpeg,,2025-10-07T14:48:57.640391+00:00,318,2.2735849056603774,5.926829268292683,25.55,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:57.640560+00:00,2025-10-06T23:53:57.764Z,0,0,2,ca,['ca'],0.3,"['homeless', 'ca']","['core_terms', 'profile_locations']",2025-10-07T14:49:05.141220+00:00,199,True,True,True
at://did:plc:nghvdaftfotoynliahfhi33o/app.bsky.feed.post/3m2ksfdm7us2h,bafyreienoj7izzi5mhva5j4v272jh2rpfpoazzs6vgdzpcbsyxa5dlupie,"And including: ""Few outcasts. A healthy society will have relatively few outcasts — prisoners, homeless, unemployed, insane.""

AND: ""Widespread participation in the arts.""

The whole list is worth thinking about.",2025-10-06T23:48:29.180Z,michaellasley.bsky.social,did:plc:nghvdaftfotoynliahfhi33o,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:57.787181+00:00,en,,,141,174,1820,False,2024-08-13T15:17:48.376Z,https://cdn.bsky.app/img/avatar/plain/did:plc:nghvdaftfotoynliahfhi33o/bafkreicffokwgwh4x6jqxwc55wdtzcdg3fq2fm2ue2lhpxhlqcevui546q@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:nghvdaftfotoynliahfhi33o/bafkreifwhwgeegqs7nyqbgt3vtrwjjdom23b7w6waef7v6gdt4muiewddi@jpeg,2025-10-07T14:48:57.786985+00:00,419,4.343675417661098,0.8103448275862069,21.91,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:57.787165+00:00,2025-10-06T23:48:29.782Z,0,0,1,ca,"['ca', 'la']",0.6,"['homeless', 'ca', 'la']","['core_terms', 'profile_locations']",2025-10-07T14:49:05.141401+00:00,212,True,True,True
at://did:plc:jaczdu5eovc4p5pb3xmkangn/app.bsky.feed.post/3m2ksfc3lac2g,bafyreidhbmtmv7xhkqr7xn7ufr7p34e7auxr5s2vmkvhrzgsun5tvvf3ni,"Trump: Good news!  The propaganda machine is sufficiently afraid to report anything about my stupid policies crashing economy.  Now I am gaslighting you into believing you are thriving while America withers on the vine and more people starve and become homeless.  
Vance: Did you even say thank you?",2025-10-06T23:48:27.587Z,emnarajayne.bsky.social,did:plc:jaczdu5eovc4p5pb3xmkangn,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:57.932014+00:00,en,Emnara,"I stand with Ukraine 🇺🇦 

What is happening in Palestine is genocide. 

I am an ally.  I support DEI.  I believe in the inherent goodness of humanity.

The greatest threat to America is the rapists and pedophiles who occupy our “leadership”. 

RESIST!",767,649,683,False,2025-01-23T12:38:20.541Z,https://cdn.bsky.app/img/avatar/plain/did:plc:jaczdu5eovc4p5pb3xmkangn/bafkreicbcynrx3z42c6irmabyy3lqjkryckszkkjz7hqsqjjixz3iqrqa4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jaczdu5eovc4p5pb3xmkangn/bafkreidtfoh45dvpbiqv4kappmd2tzhdae44vpta3gyh6mp3zrc6rl7xgi@jpeg,2025-10-07T14:48:57.931840+00:00,257,2.657587548638132,1.1818181818181819,34.47,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:57.931998+00:00,2025-10-06T23:48:30.957Z,0,0,1,america,"['america', 'ca', 'ny', 'america', 'profile:america', 'profile:uk', 'profile:ca', 'profile:america']",1.0,"['homeless', 'america', 'ca', 'ny', 'america']","['geographic', 'core_terms', 'profile_locations']",2025-10-07T14:49:05.141614+00:00,299,True,True,True
at://did:plc:qejltonq74kb3mjm4ru2gggk/app.bsky.feed.post/3m2ksbr52722l,bafyreifchj5twkvoxkflmnefgml2sqpjb5tmi7ze7wyg6bmt6v34vri5x4,"Join us this week for a virtual dialogue about city, national, and United Nations strategies to end #homelessness in observance of World Homeless Day. Register: bit.ly/IGHwebinar

October 8, 2025 | 9:00 - 10:30 AM (CDT) / 11:00 AM - 12:30 PM (CLST) / 11:00 AM - 12:30 PM (BRT) / 5:00 - 6:30 PM (EAT)",2025-10-06T23:46:29.150Z,ighomelessness.bsky.social,did:plc:qejltonq74kb3mjm4ru2gggk,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:58.074687+00:00,en,Institute of Global Homelessness (IGH),"IGH exists to draw connections between global successes, scale best practices among practitioners, and accelerate progress in reducing and ending homelessness. Working w. communities/practitioners throughout the world — headquartered in Chicago, USA.",65,34,75,False,2024-11-21T16:59:32.771Z,https://cdn.bsky.app/img/avatar/plain/did:plc:qejltonq74kb3mjm4ru2gggk/bafkreiahvov2kqimnm4yqa42df2qnvtfvlicbc22jhpwqf7lcqgjy4wfpa@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:qejltonq74kb3mjm4ru2gggk/bafkreibwfm2bj7i5xk7a4jlrq46reu6yd5q4vne3eick2xsvzy5fo3isxi@jpeg,2025-10-07T14:48:58.074500+00:00,319,0.23510971786833856,1.911764705882353,22.53,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:58.074670+00:00,2025-10-06T23:44:37.357Z,0,0,0,chicago,"['profile:chicago', 'profile:usa', 'profile:ca', 'profile:chicago', 'profile:usa']",1.0,"['homeless', 'homelessness']",['core_terms'],2025-10-07T14:49:05.141816+00:00,299,True,True,True
at://did:plc:3qydk2zg25crp4yalkdvbzc4/app.bsky.feed.post/3m2ks5nubfc2o,bafyreiffywl4nvmhuwzkj3id2jv4fvz6qtpmagxqi5gypgjcxawpt5tvre,"I think something really important to note about this data is how the graphs show that the differences between liberal and conservative mainstream outlets is far less than many believe, even in 2023.

Some examples: Fox, WaPo, NYT are all anti-trans, anti-homeless, and fearmonger/lie about crime.",2025-10-06T23:44:11.506Z,madycast.com,did:plc:3qydk2zg25crp4yalkdvbzc4,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:58.215866+00:00,en,mady castigan✨ 🏳️‍⚧️,"🏳️‍⚧️ independent journalist, data researcher, engineer

signal: madye2.39 / madycast.com@gmail.com

subscribe for independent journalism at transnews.network and follow us at @transnews.network

she/her/29/ca/south asian/alleged catgirl",7466,844,5050,False,2023-07-06T17:53:30.522Z,https://cdn.bsky.app/img/avatar/plain/did:plc:3qydk2zg25crp4yalkdvbzc4/bafkreicfn2774yhukv3wpptf4ldpct3eoffo4yivk7tqtyo5ohe52dw3na@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:3qydk2zg25crp4yalkdvbzc4/bafkreidc42ktqrddxywxumlhaaooev7vlkobamkabjeiitbcdf6vph47ry@jpeg,2025-10-07T14:48:58.215662+00:00,823,6.136087484811664,8.845971563981042,46.12,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:58.215850+00:00,2025-10-06T23:44:19.061Z,0,6,39,ca,"['ny', 'profile:ca']",0.8,"['homeless', 'ny']","['core_terms', 'profile_locations']",2025-10-07T14:49:05.142022+00:00,297,True,True,True
at://did:plc:hlwqay57v2pa5sn722v7xymd/app.bsky.feed.post/3m2ks4izxdk23,bafyreibfmkcxmvnwjzpudjmoberc3wkv7azjdhpcvl5noafftesyac5hmy,"An autopsy needs to be done on the homeless man that was hanging from a tree not too far from where this man was found. This is fucking bullshit. All of a sudden you don’t like America so we’re gonna go back to lynching?? . Fuck no! 
WTF? Fuck you Trump!",2025-10-06T23:43:32.894Z,realbeth.bsky.social,did:plc:hlwqay57v2pa5sn722v7xymd,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:58.354140+00:00,en,Fran,"MAGA = Nazi
ICE = Gestapo
Trump Admin = Fascism 
Trump IS Hitler!
Detention Centers ARE concentration camps 
Detaining IS kidnapping",1175,544,17152,False,2025-02-24T06:39:03.344Z,https://cdn.bsky.app/img/avatar/plain/did:plc:hlwqay57v2pa5sn722v7xymd/bafkreihcltikqni4cxmtz7272twiroapyvrad7mkr5ysnjsibxwjdljhoi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:hlwqay57v2pa5sn722v7xymd/bafkreih2ds4shsjegymc5tpg5xrff2liiqcdvniwfhsr4dhchf7xs7z7m4@jpeg,2025-10-07T14:48:58.354033+00:00,225,76.2311111111111,2.1599264705882355,31.05,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:58.354133+00:00,2025-10-06T23:43:34.158Z,1,0,3,ca,"['america', 'ca', 'america', 'profile:ca']",1.0,"['homeless', 'america', 'ca', 'america']","['geographic', 'core_terms', 'profile_locations']",2025-10-07T14:49:05.142141+00:00,254,True,True,True
at://did:plc:lfzhub4k5yefkwcr62hmw2qr/app.bsky.feed.post/3m2kryqlfn225,bafyreia4nd6osiqdn4f2f6dgzi5ltivnefec5ssm3kqsyevlmzaoee4za4,"us: ICE is terrorizing our state, homeless people are treated like they’re not human, and trans aren’t being protected enough from a genocide threat

gavin newsom: ya know what i fucking hate? loud commercials",2025-10-06T23:41:26.587Z,brit.bgay.social,did:plc:lfzhub4k5yefkwcr62hmw2qr,homeless,homeless,search,socmed_search_36min,2025-10-07T14:48:58.497490+00:00,en,the life of a SEW girl 🪡🧵👗,"when they found a better planet, only the gentle survived 🌻 

politics and pop music. any pronouns. 30. lesbian",1029,383,1472,False,2023-09-29T19:17:41.131Z,https://cdn.bsky.app/img/avatar/plain/did:plc:lfzhub4k5yefkwcr62hmw2qr/bafkreicr7rdjpbaxhcrx4vnaqyrfn2evaeuotsd4425el6emhjq4epnbda@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:lfzhub4k5yefkwcr62hmw2qr/bafkreidonfct4764ujmjjk7zkolbxwb6qbgimtrsk6n2r4hyv4zixjo4fe@jpeg,2025-10-07T14:48:58.497295+00:00,738,1.994579945799458,2.68668407310705,33.62,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-07T14:48:58.497472+00:00,2025-10-06T23:41:27.257Z,0,0,1,la,"['profile:la', 'profile:ny']",1.0,['homeless'],['core_terms'],2025-10-07T14:49:05.142258+00:00,209,True,True,True
